timestamp,conv_id,input_text,bot_text
"2020-06-19, 07:14:04",3116882791665580,/start_conversation,"Chào Thảo Liên, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-06-19, 07:14:04",3116882791665580,Cho m hỏi m tạo độ ẩm,
"2020-06-19, 05:45:51",3997487680293412,/start_conversation,"Chào Nguyễn Hải Yến, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-06-19, 05:45:51",3997487680293412,Shop ới,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?"
"2020-06-19, 05:45:51",3997487680293412,https://scontent.xx.fbcdn.net/v/t1.15752-9/103569049_1378771055657575_5331851704586927922_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=BrnD9gjo5vYAX-mMxTd&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=14edbeb9645d5f687a8dfe02171fc09b&oe=5F11E635,Bạn đang tìm kiếm thông tin gì ạ?
"2020-06-19, 05:45:51",3997487680293412,Shop còn bộ đồ chơi tắm k,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)"
"2020-06-19, 05:45:51",3997487680293412,"/disagree{""object_type"": null}",
"2020-06-19, 05:45:51",3997487680293412,/connect_employee,
"2020-06-19, 05:45:51",3997487680293412,,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!
"2020-06-19, 05:43:52",3751272288231725,/start_conversation,"Chào Bi Nguyễn, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-06-19, 05:43:52",3751272288231725,https://scontent.xx.fbcdn.net/v/t1.15752-9/103792005_773731693386041_2808221037539971567_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=Ir_soN89cUUAX_Ddsh1&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=9eced67cdc2358a010f8d1c5d42bbcf9&oe=5F1235CD,Bạn đang tìm kiếm thông tin gì ạ?
"2020-06-19, 05:43:52",3751272288231725,https://scontent.xx.fbcdn.net/v/t1.15752-9/104193471_203248717523463_6430324323880332199_n.jpg?_nc_cat=103&_nc_sid=b96e70&_nc_ohc=LWKReZqBHKAAX9Yfdq5&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=566cffe20f05bea9b9b4f97096c82b4a&oe=5F11DB32,Bạn đang tìm kiếm thông tin gì ạ?
"2020-06-19, 05:43:52",3751272288231725,Cái phần kê chân này kéo lên cao cho bé kê đc k sh,
"2020-06-19, 05:43:52",3751272288231725,Xe 1 hay 2 chiều ạ,
"2020-06-19, 05:41:08",1577351852351966,Ý minh hoi cả cái xe nặng bn kg ấy b,
"2020-06-19, 05:00:43",2482724818405016,https://scontent.xx.fbcdn.net/v/t1.15752-9/104483792_610666886233855_3446332793212466115_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=7zrMos1GRKkAX_tKej9&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=3b8f945d266b3a1c322eb36ec7003f05&oe=5F10F706,Bạn đang tìm kiếm thông tin gì ạ?
"2020-06-19, 05:00:43",2482724818405016,Xe này có mái che k ạ,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)"
"2020-06-19, 05:00:43",2482724818405016,K ạ mẫu như em gửi ạ,
"2020-06-19, 05:00:43",2482724818405016,https://scontent.xx.fbcdn.net/v/t1.15752-9/104432864_192151178804734_480203705101497005_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=lO__dRfUnFgAX_5WURF&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=9960592ca3abeed7a14bf4106c8e8c1b&oe=5F1023A9,
"2020-06-19, 05:00:43",2482724818405016,Có đầy đủ nệm và mái che vầy k ạ,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!
"2020-06-19, 05:00:43",2482724818405016,"https://scontent.xx.fbcdn.net/v/t1.15752-9/105485452_279973986530996_7967239892975379789_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=sw4B3KCEmNoAX9cfhAJ&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=2054ae60f585c4996910f0acb5356058&oe=5F10F405
Em muốn hỏi mẫu này",Bạn đang tìm kiếm thông tin gì ạ?
"2020-06-19, 05:00:43",2482724818405016,Có nệm mái che đầy đủ k ạ,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)"
"2020-06-19, 05:00:43",2482724818405016,Là xe Tomorrow ấy,
"2020-06-19, 05:00:43",2482724818405016,,
"2020-06-19, 05:00:43",2482724818405016,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)"
"2020-06-19, 05:00:43",2482724818405016,,
"2020-06-19, 05:00:43",2482724818405016,,
"2020-06-19, 05:00:43",2482724818405016,,
"2020-06-19, 05:04:53",851988961570142,"https://scontent.xx.fbcdn.net/v/t1.15752-9/81557015_285741642474849_1812728957257323985_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=2k-_YsQi5kEAX-z42Te&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=f83fdc7265583f3ac3399bd0857ebdda&oe=5F137497
Mẫu này m xin giá ạ","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)"
"2020-06-19, 05:04:53",851988961570142,,
"2020-06-19, 05:04:53",851988961570142,,
"2020-06-19, 02:53:16",1531221113658774,"https://scontent.xx.fbcdn.net/v/t1.15752-9/105579648_645246399669280_2974881632768175499_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_oc=AQm6k0sbhpkHoIZiGjyqafCua2RqgpEzF7X3IPYegLLs6a8TjDCbwvn1kQKcpJdObyWz9CtSnBZtcysvhnGNpiD_&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=711799ee67eeb7ec3af5779f2cbb91fd&oe=5F0FF120
Cho e xin giá ạ","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)"
"2020-06-19, 02:53:16",1531221113658774,"/disagree{""object_type"": null}",
"2020-06-19, 02:53:16",1531221113658774,https://scontent.xx.fbcdn.net/v/t1.15752-9/104391127_616964752510336_4315968930101015567_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_oc=AQn3_Md75wnpQsIRxMy2B4fLzjFy_FcrpyKn5PoABMS-UwTkLxMl-BTJEMnz5579ykGHIhrt9wBIJ8Xm_OqRV7gD&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=5e519a56165f4e3acf94e01da1a6034d&oe=5F100FA7,
"2020-06-19, 02:53:16",1531221113658774,"M muốn hỏi xe đẩy
M gửi ảnh r mà
M xin giá",Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!
"2020-06-19, 02:53:16",1531221113658774,"M gửi ảnh
Mà bên b k nhận đc à",Bạn đang tìm kiếm thông tin gì ạ?
"2020-06-19, 02:53:16",1531221113658774,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)"
"2020-06-19, 02:53:16",1531221113658774,,
"2020-06-19, 02:53:16",1531221113658774,,
"2020-06-19, 02:54:43",1122100297891353,https://scontent.xx.fbcdn.net/v/t1.15752-9/104296785_185757926200026_3093367675451649479_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_oc=AQn1XT6visBnkpuPoh_bd2vfdY1EAS2XrrJbzBG3lC1597GRubD4FHxtV5IXkGb1oswOF_pdBQJZo2ckkHETJK8V&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=fc6e58dd8f00a2130034f1e53620a310&oe=5F139DC0,Bạn đang tìm kiếm thông tin gì ạ?
"2020-06-19, 02:54:43",1122100297891353,Shop ơi tớ muốn mua mấy đồ này ở shop mình,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!"
"2020-06-19, 02:54:43",1122100297891353,Mà tiền vận chuyển shopee cao quá 136k,
"2020-06-19, 02:49:06",2270555452956988,shop còn tuyển sỉ không ạ?,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!"
"2020-06-19, 02:21:05",1726398194085573,"https://scontent.xx.fbcdn.net/v/t1.15752-9/105478051_3037553849655855_636203905397754623_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=QMUn3di__BkAX-e2uVM&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=23c02070b1424c1d64bc6d8d1f4a024b&oe=5F13337B
Này shop còn ko ạ","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)"
"2020-06-19, 02:21:05",1726398194085573,"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/729942651"", ""product_id"": ""https://shopee.vn/product/36371562/729942651""}",
"2020-06-19, 02:21:05",1726398194085573,Chiều cao sao ạ,
"2020-06-19, 02:21:05",1726398194085573,,"Sản phẩm Thanh chặn cửa/ chặn cầu thang an toàn cho bé  hiện shop đang có mức giá: *580,000 VND (giá gốc 800,000 VND)*.
"
"2020-06-19, 02:21:05",1726398194085573,,
"2020-06-18, 09:59:57",2236239679778228,/start_conversation,"Chào Hảo Đinh, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-06-18, 09:59:57",2236239679778228,"Giá bao nhiêu b
https://scontent.xx.fbcdn.net/v/t1.15752-9/103805011_554902098478456_8496735657847161489_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=I5JjgiqB8OMAX9ZB9nW&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=998339b32811c724a1bd02b4aa1edbc8&oe=5F1172A1
https://scontent.xx.fbcdn.net/v/t1.15752-9/99027051_688989258544420_2023270006933946368_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=sL0PkSw6-jUAX_H2JTO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=2388c80f0972fa35dfdcf552cd42f347&oe=5F1095F4
https://scontent.xx.fbcdn.net/v/t1.15752-9/104937800_691934048297561_1665723025420168822_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=E5M3l8cQAf8AX8ejdKX&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=4df2806240fa54829d198f71e0884294&oe=5F103DF1","Sản phẩm  Đai xe máy có phản quang mẫu mới 2019   có giá bán thấp nhất từ: *129,000 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!"
"2020-06-18, 09:59:57",2236239679778228,,
"2020-06-18, 09:35:49",2392858274121997,"xe này bn vậy shop
https://scontent.xx.fbcdn.net/v/t1.15752-9/104296782_262516844837867_6535740634171830956_n.png?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=lsnceQnvnjQAX-tULTD&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=9099ee9c6de4879ea8025757e77088d9&oe=5F0FD3D0","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)"
"2020-06-18, 09:35:49",2392858274121997,,
"2020-06-18, 09:35:49",2392858274121997,,
"2020-06-18, 09:04:45",4609016109124363,/start_conversation,"Chào Minh Ab, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-06-18, 09:04:45",4609016109124363,/start_conversation,"Chào Minh Ab, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-06-18, 09:04:45",4609016109124363,/start_conversation,"Chào Minh Ab, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-06-18, 09:04:45",4609016109124363,"/query_knowledge_base{""object_type"": ""ghe_an"",""brand"": ""mastela""}",
"2020-06-18, 07:08:27",2960283444084985,/start_conversation,"Chào Quyên Quyên, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-06-18, 07:08:27",2960283444084985,"/query_knowledge_base{""object_type"": ""noi""}",
"2020-06-18, 07:08:27",2960283444084985,"Mình cần tìm cũi vải
Bên bạn có những loại nào ạ","Sản phẩm  Giuong chất liệu Vải  có giá bán thấp nhất từ: *2,990,000 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!"
"2020-06-18, 07:08:27",2960283444084985,,
"2020-06-18, 07:03:39",3019189361451408,https://scontent.xx.fbcdn.net/v/t1.15752-9/104851697_279086183501781_1896431652132346920_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=hFWhIHGe-CwAX8X-wWy&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=32cdce7dd9c0e39f226ac8986ed1e236&oe=5F0EAB23,Bạn đang tìm kiếm thông tin gì ạ?
"2020-06-18, 07:03:39",3019189361451408,SHOP còn quaay ko,Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!
"2020-06-18, 07:03:39",3019189361451408,Còn xanh ko ah,
"2020-06-18, 07:03:39",3019189361451408,"/confirm_object_type{""object_type"": ""quay""}",
"2020-06-18, 07:03:39",3019189361451408,https://scontent.xx.fbcdn.net/v/t1.15752-9/104497485_260410185231809_6882386411055725550_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=iaVQjKKle1UAX8NLqzd&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=a5e54de890d3bebb27a145e82c4de172&oe=5F10D7F6,"Sản phẩm  Quây  Xanh  có giá bán thấp nhất từ: *1,750,000 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!"
"2020-06-18, 07:03:39",3019189361451408,,
"2020-06-18, 07:03:39",3019189361451408,,Bạn đang tìm kiếm thông tin gì ạ?
"2020-06-18, 07:00:15",2213312315394805,/start_conversation,"Chào Hung Trắng, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-06-18, 07:00:15",2213312315394805,"Cho m giá xe này nhé
https://scontent.xx.fbcdn.net/v/t1.15752-9/104309995_260667038527116_3674696773669193931_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=YB2UEJxRnmgAX_Pvysz&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=fa71c14c00d913f39e4ed107bc69f326&oe=5F129B60","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)"
"2020-06-18, 07:00:15",2213312315394805,,
"2020-06-18, 07:00:15",2213312315394805,,
"2020-06-18, 06:49:19",3281458545221985,/start_conversation,"Chào Lam Anh, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-06-18, 06:49:19",3281458545221985,Ghế ăn dặm mastela 1016 gúa bn ạ,
"2020-06-18, 06:49:19",3281458545221985,Giá bn,
"2020-06-18, 06:48:35",1882167655225013,Xe này nặng bn kg hả shop?,
"2020-06-18, 06:48:35",1882167655225013,Xe này bn cân bạn,
"2020-06-18, 06:04:40",1667916286648298,Xe trên cao hơn hả shop,
"2020-05-12, 09:04:01",2653299131407620,/start_conversation,"Chào Anna Truong, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-05-12, 09:04:01",2653299131407620,Shop oi? Shop co phao boi đeo cổ cho be kh ạ?,"Sản phẩm  Phao  hiện shop đang có giá: *170,000 VND (giá gốc 190,000 VND), 148,000 VND, 210,000 VND*.
Bạn tham khảo các sản phẩm sau nhé ạ:"
"2020-05-12, 09:04:01",2653299131407620,"https://scontent.xx.fbcdn.net/v/t1.15752-9/104411303_3941361009267239_1790248105507071587_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=mEjySRabKzUAX8gKafw&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=29276d8af9818bcc25bb4e60f09988b8&oe=5F122625
Gỗ dk e",
"2020-05-12, 09:04:01",2653299131407620,"Ấp tân tiến.xã tân phú.huyện tân châu.tay ninh
Chữ cái ban rieng",Vâng ạ!
"2020-05-12, 09:04:01",2653299131407620,Số ban rieng ha e,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!"
"2020-06-18, 04:40:22",2832518226767530,/start_conversation,"Chào Trâm Anh, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-06-18, 04:40:22",2832518226767530,https://scontent.xx.fbcdn.net/v/t1.15752-9/104446272_802072607202738_7679698079378294856_n.jpg?_nc_cat=103&_nc_sid=b96e70&_nc_ohc=Ykwcu6X5j1wAX--Bbfl&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=40071fc3154f0c0e0a6810738b48e313&oe=5F109D2C,Bạn đang tìm kiếm thông tin gì ạ?
"2020-06-18, 04:40:22",2832518226767530,Mình tìm xe đẩy cho bé,Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!
"2020-06-18, 04:40:22",2832518226767530,,
"2020-06-18, 03:36:47",3223272474432257,/start_conversation,"Chào Tran Nhat Lam Duyen, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-06-18, 03:36:47",3223272474432257,"cho em xin giá quây nhựa ạ
https://scontent.xx.fbcdn.net/v/t1.15752-9/104401969_267623327639900_8184372689406761467_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=oJHBwVKAL8IAX_ndH5R&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=bd5f4c5bb93063baa6f1953dc286e044&oe=5F126286
https://scontent.xx.fbcdn.net/v/t1.15752-9/104291071_255527295736759_703397080551639767_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=iCADp_2awRAAX8sBLYp&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=b4a771214e183963802719291e4f306d&oe=5F10A686","Sản phẩm Quây Holla Vương Miện  hiện shop đang có mức giá: *1,750,000 VND (giá gốc 3,000,000 VND)*.
"
"2020-06-18, 03:36:47",3223272474432257,minh có nhung size nào ạ,
"2020-06-18, 03:36:47",3223272474432257,cho e tham khao các màu ạ,"Sản phẩm Quây Holla Vương Miện chất liệu Nhựa hiện shop đang có kích thước: *1m6x1m8*.
Bạn tham khảo các sản phẩm sau nhé ạ:"
"2020-06-18, 03:36:47",3223272474432257,,
"2020-06-18, 03:36:47",3223272474432257,,"Sản phẩm Quây chất liệu Nhựa hiện shop đang có kích thước: *100x132x60cm, 1m6x1m8, 1.8x2m, 132x132x60cm, 132x165x60cm*.
Bạn tham khảo các sản phẩm sau nhé ạ:"
"2020-06-18, 03:36:47",3223272474432257,,
"2020-06-18, 03:55:54",2872600816165536,B ship luôn cho m vs ạ,
"2020-06-18, 03:55:54",2872600816165536,Sảnh g1 - vinhome greenbay mễ trì,
"2020-06-18, 03:38:32",2231756573602729,Shop có bát ăn dặm luôn k ạ,
"2020-06-18, 03:38:32",2231756573602729,"/confirm_attribute_value{""price"": ""100k - 500k""}",
"2020-06-18, 03:38:32",2231756573602729,"/confirm_attribute_value{""brand"": ""NULL_1""}",
"2020-06-18, 03:38:32",2231756573602729,Cho m xem list đc k,
"2020-06-18, 03:38:32",2231756573602729,"/confirm_attribute_value{""color"": ""Set 2 Chiếc""}","Sản phẩm  Bát chống trượt Munchkin (Mỹ) chính hãng  Set 2 Chiếc, giá 100k - 500k  có giá bán thấp nhất từ: *74,700 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!"
"2020-06-18, 03:38:32",2231756573602729,,
"2020-06-18, 02:57:13",3281079132006958,/start_conversation,"Chào Giang Lê, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-06-18, 02:57:13",3281079132006958,https://scontent.xx.fbcdn.net/v/t1.15752-9/104433496_701622013985125_3591659129658352331_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=J98LwZkmJR0AX9Kok_p&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=93a0879ef6767f3358c1fcaa6e01d734&oe=5F10ABFD,Bạn đang tìm kiếm thông tin gì ạ?
"2020-06-18, 02:57:13",3281079132006958,Loại này trẻ 4 tháng ngồi được ko b,Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!
"2020-06-18, 02:57:13",3281079132006958,"À bên b có loại xách lên máy bay đuọc ko
Loại này hơi to",
"2020-06-18, 02:57:13",3281079132006958,Bên b có cho nguòi qua lắp lun ko b,"Sản phẩm Ghế ô tô Zaracos Aroma (Mỹ) độ tuổi sử dụng Trẻ 4 Tháng hiện shop đang có độ tuổi sử dụng: *0-36 tháng*.
Bạn tham khảo các sản phẩm sau nhé ạ:"
"2020-06-18, 02:57:13",3281079132006958,,
"2020-06-18, 02:42:18",2535538143187015,"https://scontent.xx.fbcdn.net/v/t1.15752-9/96095043_3466177293395251_8256491128006071430_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=882LgS7A6WAAX-InAke&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=92873c629ed465c221ee03a5d2f5d077&oe=5F0F382B
Mẫu này còn màu vang ko ạ",
"2020-06-18, 02:42:18",2535538143187015,"/confirm_object_type{""object_type"": ""ke""}","Dạ, sản phẩm Kệ  Màu Vang hiện tại bên shop đang tạm hết hàng ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé!"
"2020-06-18, 02:42:18",2535538143187015,Vâng ạ,
"2020-06-18, 02:42:18",2535538143187015,,Dạ vâng ạ!
"2020-06-17, 08:29:22",2989458507819393,/start_conversation,"Chào Yếnn Nhii, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-06-17, 08:04:04",4186580641382880,"https://scontent.xx.fbcdn.net/v/t1.15752-9/104398364_272413863811910_5810294025135578564_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=9bB6xIuYsOMAX_wOa0H&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=5f2043b3f7ce62b6478c0b7e46331cc2&oe=5F0D9A56
Này mìn hàng có san k. Ạ",
"2020-06-17, 07:48:25",3114334608618835,/start_conversation,"Chào Trần Hoàng Linh, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!"
"2020-06-17, 07:48:25",3114334608618835,Bạn ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?"
